GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,RP7E001
"G06003709105011","2005-2009",,,"California","06","Los Angeles County","037",,,"910501","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9105.01, Los Angeles County, California",521
"G06003709105012","2005-2009",,,"California","06","Los Angeles County","037",,,"910501","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9105.01, Los Angeles County, California",773
"G06003709105013","2005-2009",,,"California","06","Los Angeles County","037",,,"910501","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9105.01, Los Angeles County, California",704
"G06003709105021","2005-2009",,,"California","06","Los Angeles County","037",,,"910502","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9105.02, Los Angeles County, California",486
"G06003709105022","2005-2009",,,"California","06","Los Angeles County","037",,,"910502","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9105.02, Los Angeles County, California",659
"G06003709105031","2005-2009",,,"California","06","Los Angeles County","037",,,"910503","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9105.03, Los Angeles County, California",720
"G06003709105032","2005-2009",,,"California","06","Los Angeles County","037",,,"910503","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9105.03, Los Angeles County, California",503
"G06003709105033","2005-2009",,,"California","06","Los Angeles County","037",,,"910503","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9105.03, Los Angeles County, California",389
"G06003709105034","2005-2009",,,"California","06","Los Angeles County","037",,,"910503","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9105.03, Los Angeles County, California",440
"G06003709106011","2005-2009",,,"California","06","Los Angeles County","037",,,"910601","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9106.01, Los Angeles County, California",546
"G06003709106012","2005-2009",,,"California","06","Los Angeles County","037",,,"910601","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9106.01, Los Angeles County, California",435
"G06003709106013","2005-2009",,,"California","06","Los Angeles County","037",,,"910601","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9106.01, Los Angeles County, California",656
"G06003709106021","2005-2009",,,"California","06","Los Angeles County","037",,,"910602","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9106.02, Los Angeles County, California",1187
"G06003709106031","2005-2009",,,"California","06","Los Angeles County","037",,,"910603","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9106.03, Los Angeles County, California",469
"G06003709106032","2005-2009",,,"California","06","Los Angeles County","037",,,"910603","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9106.03, Los Angeles County, California",367
"G06003709106033","2005-2009",,,"California","06","Los Angeles County","037",,,"910603","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9106.03, Los Angeles County, California",444
"G06003709106034","2005-2009",,,"California","06","Los Angeles County","037",,,"910603","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9106.03, Los Angeles County, California",704
"G06003709106041","2005-2009",,,"California","06","Los Angeles County","037",,,"910604","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9106.04, Los Angeles County, California",199
"G06003709106042","2005-2009",,,"California","06","Los Angeles County","037",,,"910604","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9106.04, Los Angeles County, California",459
"G06003709106043","2005-2009",,,"California","06","Los Angeles County","037",,,"910604","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9106.04, Los Angeles County, California",800
"G06003709106044","2005-2009",,,"California","06","Los Angeles County","037",,,"910604","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9106.04, Los Angeles County, California",681
"G06003709107031","2005-2009",,,"California","06","Los Angeles County","037",,,"910703","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.03, Los Angeles County, California",1111
"G06003709107032","2005-2009",,,"California","06","Los Angeles County","037",,,"910703","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9107.03, Los Angeles County, California",1870
"G06003709107041","2005-2009",,,"California","06","Los Angeles County","037",,,"910704","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.04, Los Angeles County, California",1596
"G06003709107042","2005-2009",,,"California","06","Los Angeles County","037",,,"910704","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9107.04, Los Angeles County, California",658
"G06003709107051","2005-2009",,,"California","06","Los Angeles County","037",,,"910705","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.05, Los Angeles County, California",1366
"G06003709107052","2005-2009",,,"California","06","Los Angeles County","037",,,"910705","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9107.05, Los Angeles County, California",746
"G06003709107061","2005-2009",,,"California","06","Los Angeles County","037",,,"910706","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.06, Los Angeles County, California",1269
"G06003709107071","2005-2009",,,"California","06","Los Angeles County","037",,,"910707","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.07, Los Angeles County, California",1577
"G06003709107081","2005-2009",,,"California","06","Los Angeles County","037",,,"910708","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.08, Los Angeles County, California",144
"G06003709107091","2005-2009",,,"California","06","Los Angeles County","037",,,"910709","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.09, Los Angeles County, California",476
"G06003709107101","2005-2009",,,"California","06","Los Angeles County","037",,,"910710","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9107.10, Los Angeles County, California",802
"G06003709107102","2005-2009",,,"California","06","Los Angeles County","037",,,"910710","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9107.10, Los Angeles County, California",1339
"G06003709107103","2005-2009",,,"California","06","Los Angeles County","037",,,"910710","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9107.10, Los Angeles County, California",755
"G06003709107104","2005-2009",,,"California","06","Los Angeles County","037",,,"910710","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9107.10, Los Angeles County, California",611
"G06003709108031","2005-2009",,,"California","06","Los Angeles County","037",,,"910803","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.03, Los Angeles County, California",634
"G06003709108032","2005-2009",,,"California","06","Los Angeles County","037",,,"910803","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9108.03, Los Angeles County, California",727
"G06003709108041","2005-2009",,,"California","06","Los Angeles County","037",,,"910804","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.04, Los Angeles County, California",962
"G06003709108051","2005-2009",,,"California","06","Los Angeles County","037",,,"910805","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.05, Los Angeles County, California",677
"G06003709108052","2005-2009",,,"California","06","Los Angeles County","037",,,"910805","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9108.05, Los Angeles County, California",967
"G06003709108061","2005-2009",,,"California","06","Los Angeles County","037",,,"910806","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.06, Los Angeles County, California",113
"G06003709108071","2005-2009",,,"California","06","Los Angeles County","037",,,"910807","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.07, Los Angeles County, California",1393
"G06003709108072","2005-2009",,,"California","06","Los Angeles County","037",,,"910807","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9108.07, Los Angeles County, California",402
"G06003709108081","2005-2009",,,"California","06","Los Angeles County","037",,,"910808","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.08, Los Angeles County, California",75
"G06003709108082","2005-2009",,,"California","06","Los Angeles County","037",,,"910808","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9108.08, Los Angeles County, California",1107
"G06003709108091","2005-2009",,,"California","06","Los Angeles County","037",,,"910809","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.09, Los Angeles County, California",686
"G06003709108101","2005-2009",,,"California","06","Los Angeles County","037",,,"910810","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9108.10, Los Angeles County, California",858
"G06003709109011","2005-2009",,,"California","06","Los Angeles County","037",,,"910901","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9109.01, Los Angeles County, California",650
"G06003709109021","2005-2009",,,"California","06","Los Angeles County","037",,,"910902","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9109.02, Los Angeles County, California",548
"G06003709110001","2005-2009",,,"California","06","Los Angeles County","037",,,"911000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9110, Los Angeles County, California",674
"G06003709200131","2005-2009",,,"California","06","Los Angeles County","037",,,"920013","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.13, Los Angeles County, California",109
"G06003709200132","2005-2009",,,"California","06","Los Angeles County","037",,,"920013","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.13, Los Angeles County, California",229
"G06003709200133","2005-2009",,,"California","06","Los Angeles County","037",,,"920013","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.13, Los Angeles County, California",271
"G06003709200134","2005-2009",,,"California","06","Los Angeles County","037",,,"920013","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9200.13, Los Angeles County, California",558
"G06003709200141","2005-2009",,,"California","06","Los Angeles County","037",,,"920014","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.14, Los Angeles County, California",104
"G06003709200151","2005-2009",,,"California","06","Los Angeles County","037",,,"920015","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.15, Los Angeles County, California",799
"G06003709200152","2005-2009",,,"California","06","Los Angeles County","037",,,"920015","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.15, Los Angeles County, California",739
"G06003709200161","2005-2009",,,"California","06","Los Angeles County","037",,,"920016","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.16, Los Angeles County, California",880
"G06003709200162","2005-2009",,,"California","06","Los Angeles County","037",,,"920016","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.16, Los Angeles County, California",820
"G06003709200171","2005-2009",,,"California","06","Los Angeles County","037",,,"920017","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.17, Los Angeles County, California",324
"G06003709200172","2005-2009",,,"California","06","Los Angeles County","037",,,"920017","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.17, Los Angeles County, California",628
"G06003709200173","2005-2009",,,"California","06","Los Angeles County","037",,,"920017","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.17, Los Angeles County, California",435
"G06003709200181","2005-2009",,,"California","06","Los Angeles County","037",,,"920018","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.18, Los Angeles County, California",183
"G06003709200182","2005-2009",,,"California","06","Los Angeles County","037",,,"920018","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.18, Los Angeles County, California",424
"G06003709200183","2005-2009",,,"California","06","Los Angeles County","037",,,"920018","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.18, Los Angeles County, California",155
"G06003709200191","2005-2009",,,"California","06","Los Angeles County","037",,,"920019","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.19, Los Angeles County, California",1132
"G06003709200192","2005-2009",,,"California","06","Los Angeles County","037",,,"920019","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.19, Los Angeles County, California",434
"G06003709200193","2005-2009",,,"California","06","Los Angeles County","037",,,"920019","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.19, Los Angeles County, California",753
"G06003709200201","2005-2009",,,"California","06","Los Angeles County","037",,,"920020","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.20, Los Angeles County, California",720
"G06003709200202","2005-2009",,,"California","06","Los Angeles County","037",,,"920020","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.20, Los Angeles County, California",131
"G06003709200203","2005-2009",,,"California","06","Los Angeles County","037",,,"920020","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.20, Los Angeles County, California",1300
"G06003709200231","2005-2009",,,"California","06","Los Angeles County","037",,,"920023","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.23, Los Angeles County, California",771
"G06003709200261","2005-2009",,,"California","06","Los Angeles County","037",,,"920026","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.26, Los Angeles County, California",118
"G06003709200271","2005-2009",,,"California","06","Los Angeles County","037",,,"920027","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.27, Los Angeles County, California",0
"G06003709200281","2005-2009",,,"California","06","Los Angeles County","037",,,"920028","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.28, Los Angeles County, California",1292
"G06003709200291","2005-2009",,,"California","06","Los Angeles County","037",,,"920029","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.29, Los Angeles County, California",463
"G06003709200292","2005-2009",,,"California","06","Los Angeles County","037",,,"920029","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.29, Los Angeles County, California",598
"G06003709200293","2005-2009",,,"California","06","Los Angeles County","037",,,"920029","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.29, Los Angeles County, California",175
"G06003709200301","2005-2009",,,"California","06","Los Angeles County","037",,,"920030","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.30, Los Angeles County, California",1189
"G06003709200302","2005-2009",,,"California","06","Los Angeles County","037",,,"920030","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.30, Los Angeles County, California",749
"G06003709200311","2005-2009",,,"California","06","Los Angeles County","037",,,"920031","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.31, Los Angeles County, California",498
"G06003709200312","2005-2009",,,"California","06","Los Angeles County","037",,,"920031","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.31, Los Angeles County, California",726
"G06003709200313","2005-2009",,,"California","06","Los Angeles County","037",,,"920031","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.31, Los Angeles County, California",939
"G06003709200314","2005-2009",,,"California","06","Los Angeles County","037",,,"920031","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9200.31, Los Angeles County, California",314
"G06003709200321","2005-2009",,,"California","06","Los Angeles County","037",,,"920032","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.32, Los Angeles County, California",741
"G06003709200331","2005-2009",,,"California","06","Los Angeles County","037",,,"920033","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.33, Los Angeles County, California",168
"G06003709200341","2005-2009",,,"California","06","Los Angeles County","037",,,"920034","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.34, Los Angeles County, California",665
"G06003709200342","2005-2009",,,"California","06","Los Angeles County","037",,,"920034","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.34, Los Angeles County, California",410
"G06003709200351","2005-2009",,,"California","06","Los Angeles County","037",,,"920035","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.35, Los Angeles County, California",727
"G06003709200352","2005-2009",,,"California","06","Los Angeles County","037",,,"920035","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.35, Los Angeles County, California",274
"G06003709200353","2005-2009",,,"California","06","Los Angeles County","037",,,"920035","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.35, Los Angeles County, California",378
"G06003709200354","2005-2009",,,"California","06","Los Angeles County","037",,,"920035","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9200.35, Los Angeles County, California",223
"G06003709200355","2005-2009",,,"California","06","Los Angeles County","037",,,"920035","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9200.35, Los Angeles County, California",566
"G06003709200361","2005-2009",,,"California","06","Los Angeles County","037",,,"920036","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.36, Los Angeles County, California",175
"G06003709200362","2005-2009",,,"California","06","Los Angeles County","037",,,"920036","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.36, Los Angeles County, California",330
"G06003709200363","2005-2009",,,"California","06","Los Angeles County","037",,,"920036","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.36, Los Angeles County, California",204
"G06003709200364","2005-2009",,,"California","06","Los Angeles County","037",,,"920036","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9200.36, Los Angeles County, California",265
"G06003709200371","2005-2009",,,"California","06","Los Angeles County","037",,,"920037","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.37, Los Angeles County, California",655
"G06003709200372","2005-2009",,,"California","06","Los Angeles County","037",,,"920037","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.37, Los Angeles County, California",1737
"G06003709200381","2005-2009",,,"California","06","Los Angeles County","037",,,"920038","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.38, Los Angeles County, California",1039
"G06003709200382","2005-2009",,,"California","06","Los Angeles County","037",,,"920038","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.38, Los Angeles County, California",716
"G06003709200391","2005-2009",,,"California","06","Los Angeles County","037",,,"920039","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.39, Los Angeles County, California",568
"G06003709200401","2005-2009",,,"California","06","Los Angeles County","037",,,"920040","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.40, Los Angeles County, California",820
"G06003709200411","2005-2009",,,"California","06","Los Angeles County","037",,,"920041","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.41, Los Angeles County, California",962
"G06003709200421","2005-2009",,,"California","06","Los Angeles County","037",,,"920042","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.42, Los Angeles County, California",278
"G06003709200422","2005-2009",,,"California","06","Los Angeles County","037",,,"920042","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9200.42, Los Angeles County, California",1014
"G06003709200423","2005-2009",,,"California","06","Los Angeles County","037",,,"920042","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9200.42, Los Angeles County, California",1496
"G06003709200431","2005-2009",,,"California","06","Los Angeles County","037",,,"920043","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9200.43, Los Angeles County, California",1216
"G06003709201031","2005-2009",,,"California","06","Los Angeles County","037",,,"920103","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.03, Los Angeles County, California",1500
"G06003709201041","2005-2009",,,"California","06","Los Angeles County","037",,,"920104","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.04, Los Angeles County, California",747
"G06003709201051","2005-2009",,,"California","06","Los Angeles County","037",,,"920105","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.05, Los Angeles County, California",181
"G06003709201052","2005-2009",,,"California","06","Los Angeles County","037",,,"920105","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9201.05, Los Angeles County, California",3711
"G06003709201061","2005-2009",,,"California","06","Los Angeles County","037",,,"920106","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.06, Los Angeles County, California",960
"G06003709201071","2005-2009",,,"California","06","Los Angeles County","037",,,"920107","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.07, Los Angeles County, California",1138
"G06003709201081","2005-2009",,,"California","06","Los Angeles County","037",,,"920108","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.08, Los Angeles County, California",490
"G06003709201082","2005-2009",,,"California","06","Los Angeles County","037",,,"920108","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9201.08, Los Angeles County, California",397
"G06003709201091","2005-2009",,,"California","06","Los Angeles County","037",,,"920109","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.09, Los Angeles County, California",595
"G06003709201092","2005-2009",,,"California","06","Los Angeles County","037",,,"920109","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9201.09, Los Angeles County, California",394
"G06003709201093","2005-2009",,,"California","06","Los Angeles County","037",,,"920109","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9201.09, Los Angeles County, California",272
"G06003709201101","2005-2009",,,"California","06","Los Angeles County","037",,,"920110","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.10, Los Angeles County, California",1679
"G06003709201111","2005-2009",,,"California","06","Los Angeles County","037",,,"920111","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.11, Los Angeles County, California",492
"G06003709201112","2005-2009",,,"California","06","Los Angeles County","037",,,"920111","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9201.11, Los Angeles County, California",516
"G06003709201121","2005-2009",,,"California","06","Los Angeles County","037",,,"920112","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.12, Los Angeles County, California",706
"G06003709201122","2005-2009",,,"California","06","Los Angeles County","037",,,"920112","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9201.12, Los Angeles County, California",530
"G06003709201123","2005-2009",,,"California","06","Los Angeles County","037",,,"920112","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9201.12, Los Angeles County, California",146
"G06003709201124","2005-2009",,,"California","06","Los Angeles County","037",,,"920112","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9201.12, Los Angeles County, California",294
"G06003709201131","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9201.13, Los Angeles County, California",847
"G06003709201132","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9201.13, Los Angeles County, California",383
"G06003709201133","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9201.13, Los Angeles County, California",451
"G06003709201134","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9201.13, Los Angeles County, California",356
"G06003709201135","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9201.13, Los Angeles County, California",70
"G06003709201136","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9201.13, Los Angeles County, California",275
"G06003709201137","2005-2009",,,"California","06","Los Angeles County","037",,,"920113","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 9201.13, Los Angeles County, California",483
"G06003709202001","2005-2009",,,"California","06","Los Angeles County","037",,,"920200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9202, Los Angeles County, California",0
"G06003709203031","2005-2009",,,"California","06","Los Angeles County","037",,,"920303","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.03, Los Angeles County, California",537
"G06003709203121","2005-2009",,,"California","06","Los Angeles County","037",,,"920312","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.12, Los Angeles County, California",766
"G06003709203122","2005-2009",,,"California","06","Los Angeles County","037",,,"920312","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.12, Los Angeles County, California",255
"G06003709203123","2005-2009",,,"California","06","Los Angeles County","037",,,"920312","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.12, Los Angeles County, California",969
"G06003709203126","2005-2009",,,"California","06","Los Angeles County","037",,,"920312","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9203.12, Los Angeles County, California",0
"G06003709203131","2005-2009",,,"California","06","Los Angeles County","037",,,"920313","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.13, Los Angeles County, California",537
"G06003709203132","2005-2009",,,"California","06","Los Angeles County","037",,,"920313","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.13, Los Angeles County, California",306
"G06003709203133","2005-2009",,,"California","06","Los Angeles County","037",,,"920313","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.13, Los Angeles County, California",221
"G06003709203134","2005-2009",,,"California","06","Los Angeles County","037",,,"920313","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9203.13, Los Angeles County, California",724
"G06003709203141","2005-2009",,,"California","06","Los Angeles County","037",,,"920314","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.14, Los Angeles County, California",303
"G06003709203142","2005-2009",,,"California","06","Los Angeles County","037",,,"920314","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.14, Los Angeles County, California",618
"G06003709203221","2005-2009",,,"California","06","Los Angeles County","037",,,"920322","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.22, Los Angeles County, California",244
"G06003709203222","2005-2009",,,"California","06","Los Angeles County","037",,,"920322","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.22, Los Angeles County, California",486
"G06003709203223","2005-2009",,,"California","06","Los Angeles County","037",,,"920322","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9203.22, Los Angeles County, California",348
"G06003709203261","2005-2009",,,"California","06","Los Angeles County","037",,,"920326","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.26, Los Angeles County, California",1110
"G06003709203262","2005-2009",,,"California","06","Los Angeles County","037",,,"920326","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9203.26, Los Angeles County, California",1021
"G06003709203271","2005-2009",,,"California","06","Los Angeles County","037",,,"920327","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9203.27, Los Angeles County, California",3873
